Consumidor,NBO_1,NBO_2,NBO_3,NBO_4,NBO_5
10610,11,44,46,57,61
10611,24,33,73,11,61
10612,74,17,25,32,59
10613,12,43,3,19,22
10614,62,33,4,25,6
10615,10,11,32,60,2
10616,3,38,39,75,4
10617,58,35,47,22,37
10618,23,37,72,61,26
10619,46,15,7,17,28
10620,58,60,7,41,18
10621,65,36,15,40,55
10622,4,6,9,50,76
10623,10,61,43,67,17
10624,36,4,43,45,46
10625,17,55,19,22,46
10626,58,48,78,16,28
10627,27,30,21,15,29
10628,63,10,4,5,19
10629,59,3,5,63,52
10630,12,57,59,1,54
10631,64,8,63,16,21
10632,10,34,43,50,2
10633,12,24,8,28,52
10634,44,29,57,76,8
10635,43,40,21,64,70
10636,30,32,57,38,52
10637,28,63,49,5,37
10638,79,32,71,16,66
10639,4,25,70,11,26
10640,3,23,24,6,32
10641,20,9,2,16,18
10642,67,21,31,45,56
10643,14,19,2,36,30
10644,2,16,9,24,53
10645,4,41,33,38,8
10646,10,14,19,26,28
10647,5,10,11,6,27
10648,48,57,8,42,44
10649,79,60,20,36,37
10650,70,7,54,33,44
10651,50,19,16,21,54
10652,61,60,68,31,8
10653,19,39,20,36,50
10654,46,21,33,11,43
10655,29,17,33,22,41
10656,61,69,38,6,16
10657,3,20,79,7,35
10658,18,77,14,17,46
10659,19,80,38,49,51
10660,51,22,76,26,13
10661,27,56,37,46,63
10662,50,3,33,68,10
10663,25,5,1,32,50
10664,22,29,18,26,50
10665,43,56,70,3,13
10666,78,5,36,6,28
10667,52,31,30,51,60
10668,8,80,1,3,25
10669,7,38,57,66,21
10670,22,53,62,4,43
10671,64,73,17,10,23
10672,38,15,3,26,52
10673,28,26,1,58,73
10674,65,11,16,68,46
10675,5,11,19,24,50
10676,78,67,11,61,24
10677,20,11,12,45,17
10678,50,12,53,34,8
10679,6,51,68,23,27
10680,23,45,34,16,18
10681,71,23,65,25,30
10682,9,42,59,48,14
10683,10,51,69,9,46
10684,73,62,4,8,24
10685,31,38,6,58,64
10686,61,20,75,33,39
10687,9,37,6,13,42
10688,35,44,80,7,17
10689,47,12,4,5,34
10690,4,65,72,61,62
10691,22,42,25,35,47
10692,23,33,48,73,76
10693,46,5,62,6,11
10694,20,63,39,9,12
10695,19,15,61,72,3
10696,49,1,79,2,8
10697,8,2,28,39,47
10698,34,16,64,4,54
10699,38,23,17,20,31
10700,29,24,69,11,15
10701,71,39,51,53,31
10702,9,32,75,13,35
10703,63,20,2,22,67
10704,27,12,55,64,26
10705,12,29,75,11,49
10706,37,6,54,66,16
10707,11,71,2,9,35
10708,8,5,34,1,18
10709,47,9,2,15,29
10710,63,74,35,37,22
10711,2,9,17,28,36
10712,62,25,7,35,18
10713,3,13,51,72,55
10714,26,59,76,73,53
10715,45,16,76,15,34
10716,27,19,1,14,16
10717,67,34,38,68,71
10718,28,49,48,52,78
10719,1,5,31,37,75
10720,44,12,43,65,33
10721,6,47,49,52,13
10722,58,21,33,45,62
10723,36,70,43,52,61
10724,4,19,27,8,29
10725,42,4,37,5,1
10726,10,42,11,34,51
10727,8,42,1,11,54
10728,74,79,36,70,78
10729,35,13,18,51,1
10730,71,18,50,7,41
10731,16,63,9,10,22
10732,27,37,13,69,1
10733,2,49,69,15,16
10734,66,1,67,71,12
10735,29,48,72,79,4
10736,1,8,24,12,13
10737,38,15,71,35,70
10738,8,27,40,1,16
10739,15,32,48,21,56
10740,72,1,36,22,6
10741,75,2,70,4,14
10742,35,17,36,43,74
10743,80,76,24,75,27
10744,35,5,6,7,19
10745,67,49,6,16,40
10746,57,13,35,77,12
10747,7,30,63,69,65
10748,51,29,1,34,58
10749,69,10,70,2,44
10750,25,40,16,21,39
10751,73,1,23,42,52
10752,35,72,18,29,47
10753,3,63,47,8,22
10754,15,14,55,57,10
10755,52,31,61,80,30
10756,5,74,78,34,51
10757,36,40,11,33,71
10758,16,20,25,62,23
10759,59,8,11,29,35
10760,66,28,22,20,11
10761,45,11,18,25,27
10762,72,12,33,43,63
10763,19,31,6,43,12
10764,61,59,76,80,6
10765,52,40,63,33,35
10766,10,29,15,21,26
10767,62,72,67,13,27
10768,28,30,4,58,2
10769,51,35,63,47,72
10770,35,25,9,13,17
10771,59,26,40,39,77
10772,21,13,37,12,14
10773,5,57,51,8,11
10774,7,11,12,27,16
10775,39,55,51,38,5
10776,72,12,66,13,16
10777,21,66,51,2,73
10778,54,14,28,13,16
10779,18,74,80,7,8
10780,9,54,25,38,52
10781,6,4,53,1,13
10782,8,11,51,21,54
10783,50,3,4,59,78
10784,41,1,57,70,76
10785,15,23,35,46,13
10786,4,62,69,44,48
10787,23,17,19,69,78
10788,61,48,3,45,62
10789,21,45,76,10,28
10790,23,36,37,76,39
10791,31,65,26,36,42
10792,51,53,46,4,10
10793,5,32,45,22,55
10794,80,6,23,39,22
10795,8,49,77,37,60
10796,63,27,26,38,67
10797,19,23,54,4,63
10798,16,40,78,61,71
10799,19,23,43,56,65
10800,47,35,38,59,30
10801,29,1,25,59,38
10802,10,54,63,74,1
10803,25,59,65,41,53
10804,19,33,43,64,20
10805,59,67,1,45,69
10806,54,30,17,34,52
10807,65,37,61,63,15
10808,44,3,57,7,8
10809,26,4,67,35,14
10810,80,40,6,29,10
10811,65,24,20,34,79
10812,49,26,3,36,42
10813,59,41,12,15,19
10814,47,13,45,58,53
10815,76,6,7,15,41
10816,18,6,26,61,15
10817,36,31,43,46,48
10818,32,16,18,25,33
10819,74,34,76,14,37
10820,31,27,62,73,77
10821,22,68,47,57,37
10822,10,31,41,57,80
10823,18,23,8,21,49
10824,3,10,9,1,4
10825,51,8,70,4,54
10826,26,58,62,22,28
10827,33,62,49,69,70
10828,77,25,3,37,7
10829,48,4,3,80,73
10830,68,1,7,14,26
10831,14,10,11,48,52
10832,57,19,27,31,41
10833,67,69,45,73,5
10834,12,45,80,1,6
10835,33,70,12,49,21
10836,1,20,35,12,13
10837,19,42,69,20,1
10838,71,58,67,27,45
10839,38,16,24,26,29
10840,3,5,14,23,38
10841,46,7,67,3,5
10842,68,17,21,33,14
10843,59,16,49,58,2
10844,45,27,10,21,32
10845,8,67,13,14,23
10846,29,18,80,5,20
10847,21,79,39,41,66
10848,7,16,26,64,20
10849,74,7,48,53,78
10850,50,45,8,14,17
10851,47,41,69,34,44
10852,8,1,34,68,26
10853,11,61,12,23,44
10854,24,77,39,71,72
10855,62,49,68,32,44
10856,26,3,69,1,2
10857,21,71,8,34,51
10858,42,5,32,12,18
10859,20,6,44,70,75
10860,69,28,48,80,9
10861,41,61,67,24,40
10862,17,70,24,28,7
10863,8,24,64,75,25
10864,52,8,14,16,63
10865,52,10,19,4,9
10866,7,63,6,12,21
10867,71,11,20,41,80
10868,5,78,52,11,7
10869,59,74,1,11,49
10870,79,30,14,42,4
10871,29,35,13,66,4
10872,29,7,33,9,14
10873,76,39,63,11,2
10874,36,65,44,2,48
10875,48,1,23,80,27
10876,6,25,77,44,59
10877,30,29,38,39,71
10878,11,19,78,45,77
10879,4,22,36,54,59
10880,49,16,19,39,42
10881,2,57,17,26,63
10882,20,35,59,63,65
10883,13,34,48,60,16
10884,45,7,25,40,17
10885,22,62,8,18,56
10886,47,31,7,14,17
10887,73,76,3,5,25
10888,24,79,52,59,12
10889,17,25,62,66,79
10890,21,43,47,72,51
10891,23,68,1,41,45
10892,52,2,9,55,14
10893,49,54,4,31,58
10894,53,12,21,26,34
10895,11,3,22,42,52
10896,21,28,69,70,15
10897,50,8,38,68,27
10898,64,1,16,26,6
10899,3,6,31,41,49
10900,3,7,51,15,11
10901,23,27,66,75,2
10902,6,42,62,76,25
10903,38,12,35,59,72
10904,4,51,56,17,24
10905,36,67,19,2,10
10906,30,48,29,43,80
10907,8,46,33,1,5
10908,27,13,16,71,8
10909,41,6,2,42,76
10910,37,59,58,70,28
10911,8,71,11,13,31
10912,61,43,22,40,55
10913,62,9,41,37,38
10914,21,31,41,42,63
10915,57,71,46,78,70
10916,39,64,79,42,47
10917,29,40,65,43,11
10918,51,78,38,42,1
10919,34,8,66,45,31
10920,44,37,36,68,12
10921,19,25,20,43,67
10922,24,19,9,36,44
10923,1,36,72,78,19
10924,55,4,25,31,18
10925,36,55,2,21,4
10926,37,46,15,55,5
10927,62,42,51,11,22
10928,69,57,74,3,20
10929,77,6,9,66,15
10930,37,44,63,77,33
10931,14,47,41,75,79
10932,45,34,7,20,25
10933,13,50,16,3,10
10934,26,3,45,53,56
10935,2,47,26,48,74
10936,50,44,80,45,58
10937,55,49,53,16,17
10938,71,31,44,23,29
10939,7,26,34,54,29
10940,75,77,5,30,54
10941,1,20,27,16,66
10942,34,16,31,75,76
10943,74,5,78,41,59
10944,53,61,80,22,36
10945,10,50,1,2,12
10946,3,36,27,40,46
10947,74,15,6,29,10
10948,60,43,4,28,34
10949,21,32,76,10,14
10950,80,63,77,47,9
10951,5,20,26,31,36
10952,43,71,50,69,25
10953,60,25,38,69,4
10954,33,18,76,11,45
10955,76,17,20,41,48
10956,30,1,22,25,14
10957,43,25,26,54,59
10958,38,74,45,10,32
10959,22,8,14,42,54
10960,9,2,78,20,10
10961,41,67,1,65,70
10962,30,68,50,11,22
10963,8,14,64,10,33
10964,44,52,13,71,38
10965,79,31,57,72,8
10966,43,44,56,57,76
10967,62,44,10,39,65
10968,45,49,71,72,69
10969,13,34,4,39,47
10970,3,55,22,71,13
10971,34,17,37,54,8
10972,5,60,13,53,30
10973,60,8,44,51,29
10974,10,51,56,20,33
10975,44,65,5,13,56
10976,33,59,65,8,31
10977,40,7,15,17,34
10978,43,45,80,26,12
10979,24,48,4,37,41
10980,72,7,21,25,28
10981,34,5,58,67,40
10982,52,14,53,15,36
10983,43,12,13,29,38
10984,68,34,71,65,70
10985,74,79,55,4,56
10986,75,77,52,59,9
10987,76,47,18,5,31
10988,32,12,48,14,68
10989,17,34,23,46,53
10990,23,18,38,34,17
10991,24,31,34,26,5
10992,3,55,26,4,9
10993,27,9,66,37,2
10994,4,51,1,2,64
10995,18,11,55,28,29
10996,44,50,75,79,30
10997,3,1,47,62,33
10998,17,2,37,59,78
10999,58,61,78,39,72
11000,25,3,16,67,20
11001,35,41,2,3,31
11002,71,39,62,75,77
11003,15,36,78,48,52
11004,2,37,46,58,9
11005,80,5,15,29,33
11006,8,73,10,39,40
11007,63,33,21,36,49
11008,55,33,37,78,28
11009,35,40,9,7,45
11010,16,68,3,28,21
11011,33,10,47,74,3
11012,31,33,40,50,32
11013,24,5,21,54,56
11014,54,34,42,31,49
11015,45,5,68,46,66
11016,28,5,52,56,46
11017,60,64,66,69,74
11018,62,44,18,41,6
11019,17,45,9,38,42
11020,50,79,36,37,51
11021,5,73,40,62,15
11022,76,12,26,66,56
11023,6,62,28,36,65
11024,67,29,41,44,80
11025,20,52,35,78,38
11026,5,54,9,10,14
11027,78,4,13,75,77
11028,76,38,27,6,20
11029,16,3,43,77,15
11030,80,34,26,1,6
11031,10,30,44,49,76
11032,44,48,5,6,8
11033,79,52,55,28,8
11034,17,45,72,10,32
11035,59,11,14,10,12
11036,56,80,23,24,41
11037,58,2,10,31,37
11038,59,9,44,47,50
11039,38,53,58,6,16
11040,18,2,19,27,4
11041,50,16,39,26,36
11042,4,47,75,12,32
11043,57,62,16,53,29
11044,13,48,18,66,74
11045,38,12,23,30,52
11046,30,36,45,63,65
11047,52,6,8,50,53
11048,53,27,32,26,37
11049,37,51,17,23,38
11050,39,72,34,3,14
11051,2,4,11,59,69
11052,57,73,15,17,51
11053,68,35,52,79,39
11054,73,57,41,29,30
11055,54,79,23,30,43
11056,3,9,14,56,69
11057,68,8,20,23,31
11058,70,31,12,62,19
11059,7,9,58,34,49
11060,6,56,65,69,78
11061,53,5,21,40,37
11062,39,72,3,53,78
11063,62,3,11,18,64
11064,16,25,29,36,47
11065,2,19,58,13,54
11066,17,52,2,16,48
11067,57,69,75,11,17
11068,71,25,56,26,12
11069,31,35,39,46,52
11070,41,80,17,10,16
11071,4,63,56,3,43
11072,65,66,29,55,7
11073,12,59,28,9,21
11074,7,10,30,12,14
11075,39,27,1,42,80
11076,1,22,40,77,10
11077,41,76,40,62,18
11078,9,32,62,67,1
11079,42,17,43,57,60
11080,48,16,28,34,35
11081,37,16,24,26,27
11082,3,14,17,75,19
11083,29,61,62,68,63
11084,28,3,51,58,42
11085,37,38,44,67,25
11086,34,79,2,71,72
11087,68,27,79,1,8
11088,17,31,26,3,52
11089,42,12,15,3,11
11090,30,44,59,17,39
11091,52,7,36,50,23
11092,51,18,15,75,9
11093,49,70,11,1,4
11094,4,41,46,31,76
11095,23,25,30,74,76
11096,1,16,37,67,75
11097,67,50,47,51,64
11098,7,26,64,11,4
11099,22,34,54,63,79
11100,7,50,43,44,71
11101,18,17,28,36,64
11102,74,34,39,78,65
11103,4,10,75,38,44
11104,58,57,79,74,24
11105,73,25,56,76,6
11106,63,9,36,35,6
11107,41,79,10,23,21
11108,26,5,9,16,24
11109,17,72,25,44,8
11110,48,17,10,14,11
11111,12,69,10,30,34
11112,74,80,51,53,4
11113,44,28,70,40,73
11114,67,7,32,24,70
11115,50,7,35,62,23
11116,75,9,28,65,30
11117,4,6,2,35,65
11118,48,54,3,15,51
11119,66,55,17,15,76
11120,59,1,21,5,8
11121,56,31,44,45,71
11122,33,59,2,46,5
11123,62,42,32,53,16
11124,4,55,72,38,65
11125,69,64,58,6,57
11126,19,1,12,27,13
11127,27,40,43,49,50
11128,5,24,56,14,40
11129,45,16,23,61,75
11130,21,6,35,18,47
11131,42,13,67,9,17
11132,71,41,14,29,30
11133,8,49,22,30,9
11134,66,10,50,6,46
11135,20,23,1,65,4
11136,33,64,21,66,37
11137,75,27,61,16,22
11138,37,23,51,7,15
11139,4,18,31,69,15
11140,67,7,37,6,31
11141,20,69,4,23,32
11142,10,45,72,30,50
11143,79,54,64,37,42
11144,43,6,13,30,53
11145,33,16,51,19,21
11146,12,19,28,64,65
11147,70,71,12,18,66
11148,3,39,67,20,30
11149,68,19,30,31,58
11150,41,7,8,55,49
11151,37,38,11,25,42
11152,39,17,43,22,51
11153,11,22,40,76,15
11154,53,12,28,65,31
11155,15,4,2,44,70
11156,68,12,38,52,59
11157,63,60,11,18,55
11158,7,67,80,73,78
11159,37,7,25,38,23
11160,76,72,77,11,31
11161,30,13,57,12,43
11162,67,44,23,36,45
11163,41,21,24,1,12
11164,46,4,3,48,26
11165,18,28,36,52,71
11166,23,67,46,69,76
11167,72,61,56,2,6
11168,75,6,11,19,40
11169,33,14,39,29,48
11170,76,41,29,14,25
11171,23,37,46,67,71
11172,19,52,16,62,45
11173,22,4,14,50,3
11174,15,47,46,52,71
11175,52,44,5,3,8
11176,40,70,69,10,18
11177,25,36,68,20,66
11178,3,6,73,77,2
11179,80,52,5,1,11
11180,71,30,59,6,54
11181,72,22,5,21,33
11182,37,74,23,47,68
11183,45,67,18,52,7
11184,20,10,21,63,69
11185,10,15,76,38,7
11186,74,64,13,50,14
11187,57,4,44,46,23
11188,46,1,28,65,75
11189,1,51,63,4,25
11190,32,5,39,57,13
11191,19,21,14,34,49
11192,2,77,13,28,10
11193,36,31,52,54,66
11194,22,2,58,14,74
11195,31,60,33,40,13
11196,12,3,20,72,33
11197,6,33,35,42,47
11198,45,48,4,6,19
11199,37,21,70,5,17
11200,78,5,8,3,58
11201,13,44,3,64,1
11202,67,42,76,3,34
11203,71,12,65,34,8
11204,41,32,62,9,16
11205,69,39,55,62,37
11206,27,79,62,68,23
11207,2,33,21,70,39
11208,38,72,11,20,22
11209,15,4,16,7,25
11210,9,70,33,28,42
11211,18,23,60,74,1
11212,47,19,49,53,34
11213,17,34,14,72,20
11214,61,35,46,51,5
11215,28,41,40,65,9
11216,68,51,12,38,42
11217,38,43,69,10,16
11218,41,64,25,42,61
11219,67,28,76,33,41
11220,39,13,36,75,11
11221,10,15,56,62,13
11222,21,29,39,9,44
11223,33,63,8,12,17
11224,52,19,29,42,66
11225,2,30,66,41,67
11226,70,22,7,34,45
11227,39,59,71,48,49
11228,26,31,61,28,32
11229,28,7,36,41,64
11230,1,33,12,31,50
11231,28,77,1,13,36
11232,9,16,12,26,28
11233,58,72,67,11,28
11234,52,53,65,7,43
11235,30,12,41,66,75
11236,57,8,22,30,32
11237,68,47,70,21,33
11238,54,17,4,27,8
11239,12,18,29,44,25
11240,64,25,47,2,23
11241,44,18,15,73,8
11242,18,80,22,51,5
11243,34,21,53,75,1
11244,50,49,40,44,16
11245,55,20,41,30,36
11246,30,4,5,8,17
11247,60,15,24,39,2
11248,66,9,43,68,75
11249,55,6,8,10,47
11250,17,2,7,75,53
11251,17,73,28,35,46
11252,54,30,63,18,12
11253,73,30,17,22,57
11254,10,37,74,27,13
11255,2,59,26,5,44
11256,17,19,13,5,14
11257,28,2,64,1,7
11258,33,1,5,22,25
11259,29,2,19,41,76
11260,14,75,60,16,18
11261,7,43,60,13,75
11262,32,66,38,39,48
11263,65,2,21,53,10
11264,4,10,23,12,22
11265,39,30,4,27,47
11266,30,38,18,40,52
11267,15,6,29,16,19
11268,66,11,12,26,30
11269,66,15,62,5,6
11270,50,36,63,4,59
11271,23,63,62,21,49
11272,21,78,9,10,12
11273,45,9,26,3,10
11274,50,5,37,80,9
11275,3,9,43,46,27
11276,19,21,40,45,8
11277,57,7,25,35,5
11278,61,59,22,3,56
11279,58,27,32,78,14
11280,55,12,2,76,40
11281,18,23,37,13,38
11282,66,3,10,30,1
11283,22,48,31,43,51
11284,41,66,7,48,15
11285,19,22,74,1,44
11286,8,10,17,41,60
11287,30,80,48,74,76
11288,6,54,46,52,77
11289,80,33,45,8,41
11290,41,76,14,2,48
11291,53,31,69,20,60
11292,34,21,13,58,62
11293,25,29,18,68,76
11294,68,16,27,55,14
11295,24,39,8,18,41
11296,78,58,73,8,21
11297,7,12,29,42,6
11298,12,28,29,33,35
11299,2,9,34,53,1
11300,75,27,19,69,11
11301,63,1,35,4,15
11302,38,44,3,17,47
11303,56,25,59,15,47
11304,76,10,78,79,5
11305,21,26,61,62,19
11306,32,1,19,41,48
11307,46,80,24,5,21
11308,70,75,67,14,17
11309,33,79,49,74,25
11310,57,74,34,45,33
11311,11,19,40,45,49
11312,15,4,22,69,5
11313,8,34,23,48,50
11314,44,45,1,43,7
11315,59,20,8,27,15
11316,9,27,49,8,22
11317,45,51,55,27,35
11318,17,54,52,10,34
11319,23,44,39,1,4
11320,76,56,74,8,32
11321,60,5,14,16,42
11322,21,46,8,42,77
11323,34,47,65,10,36
11324,73,4,5,6,54
11325,21,35,62,73,2
11326,24,27,42,60,71
11327,60,1,76,5,24
11328,27,69,24,35,76
11329,55,6,18,63,78
11330,77,71,74,30,32
11331,24,30,38,51,55
11332,56,17,71,38,52
11333,16,75,49,6,45
11334,3,12,17,19,25
11335,7,12,9,51,8
11336,23,69,4,27,49
11337,28,19,15,14,22
11338,27,49,64,68,1
11339,74,7,9,44,61
11340,67,70,73,43,72
11341,8,55,21,48,44
11342,60,72,27,4,21
11343,9,12,31,79,39
11344,11,28,30,35,48
11345,36,47,30,31,21
11346,12,18,15,41,55
11347,38,32,12,79,5
11348,39,7,33,50,55
11349,61,41,9,69,54
11350,4,36,3,48,2
11351,20,70,26,54,72
11352,48,61,5,64,43
11353,70,59,7,29,69
11354,71,76,24,46,52
11355,37,69,52,60,68
11356,57,9,72,27,60
11357,22,70,78,17,5
11358,27,11,42,12,20
11359,36,39,68,20,17
11360,61,63,38,49,76
11361,23,18,42,48,35
11362,4,5,74,41,6
11363,64,16,75,19,27
11364,7,17,2,16,22
11365,67,10,45,11,25
11366,79,39,9,12,57
11367,22,60,17,19,58
11368,75,69,63,64,16
11369,51,13,43,53,42
11370,45,74,59,78,75
11371,18,11,23,37,1
11372,39,36,49,76,80
11373,56,45,51,63,16
11374,9,39,8,34,36
11375,16,70,52,63,73
11376,6,8,72,9,15
11377,10,24,40,2,23
11378,6,57,62,1,9
11379,14,19,37,65,70
11380,17,62,10,31,35
11381,8,3,33,62,65
11382,10,8,39,24,55
11383,63,68,8,35,61
11384,57,60,62,25,27
11385,69,2,41,15,45
11386,70,56,4,58,18
11387,21,41,54,6,7
11388,16,30,44,12,15
11389,1,16,22,39,41
11390,60,12,24,48,49
11391,18,2,42,7,4
11392,46,53,10,13,34
11393,76,23,38,73,15
11394,56,68,24,58,44
11395,17,29,6,50,54
11396,67,71,7,13,26
11397,80,5,7,39,50
11398,66,13,42,59,12
11399,38,47,14,17,28
11400,2,26,14,22,35
11401,38,21,16,23,65
11402,69,17,37,55,9
11403,1,73,2,57,28
11404,62,10,2,6,32
11405,12,19,33,20,8
11406,49,56,80,65,28
11407,20,25,55,76,23
11408,65,4,6,8,17
11409,49,17,48,74,69
11410,59,10,34,61,73
11411,28,65,67,79,7
11412,56,59,63,45,14
11413,7,4,64,14,16
11414,39,4,11,58,66
11415,12,15,19,77,24
11416,6,10,22,2,14
11417,12,67,41,6,9
11418,46,31,63,70,5
11419,65,27,47,74,20
11420,41,63,20,40,26
11421,54,4,11,27,30
11422,21,13,31,70,16
11423,66,4,36,52,63
11424,27,40,43,51,39
11425,38,65,25,58,21
11426,53,62,17,58,16
11427,3,80,9,13,18
11428,27,64,77,7,67
11429,73,38,79,57,12
11430,43,3,55,21,23
11431,57,29,66,16,4
11432,23,14,64,67,17
11433,22,4,29,9,12
11434,48,30,1,13,26
11435,6,15,58,79,7
11436,62,2,19,41,20
11437,30,51,75,2,10
11438,37,5,43,60,3
11439,39,68,69,7,35
11440,20,61,6,8,53
11441,59,61,4,30,52
11442,12,54,63,28,68
11443,51,36,50,71,4
11444,59,24,66,47,79
11445,30,24,21,25,44
11446,56,16,17,13,23
11447,18,39,12,50,79
11448,15,33,34,37,58
11449,59,48,39,14,17
11450,56,58,30,14,20
11451,54,24,33,43,50
11452,46,51,21,45,54
11453,56,62,23,36,38
11454,41,47,3,31,21
11455,30,54,1,39,51
11456,50,19,58,8,38
11457,15,6,71,7,24
11458,19,51,6,68,80
11459,26,39,40,14,32
11460,40,48,52,74,24
11461,27,46,8,37,7
11462,27,49,41,58,39
11463,35,33,59,73,71
11464,18,15,58,38,14
11465,77,44,45,3,5
11466,60,2,18,40,51
11467,80,7,2,72,75
11468,21,30,17,74,1
11469,5,21,39,76,77
11470,58,35,26,73,80
11471,15,12,38,44,62
11472,1,11,21,27,34
11473,49,10,17,40,43
11474,67,30,58,59,27
11475,73,10,35,1,11
11476,5,30,64,66,33
11477,38,54,10,19,31
11478,59,60,34,54,68
11479,27,67,17,26,30
11480,35,19,39,7,28
11481,12,36,52,3,32
11482,68,50,15,26,72
11483,11,26,51,69,29
11484,9,1,36,48,4
11485,61,8,11,34,68
11486,20,30,52,65,31
11487,8,7,42,69,22
11488,2,15,17,78,69
11489,6,4,21,58,17
11490,6,74,15,7,16
11491,16,52,43,65,13
11492,33,50,20,44,7
11493,6,18,36,78,4
11494,25,22,53,56,7
11495,79,9,57,3,45
11496,10,41,8,57,7
11497,18,31,30,58,67
11498,37,22,61,74,49
11499,77,29,1,13,16
11500,46,54,78,8,68
11501,7,23,53,68,72
11502,39,19,20,3,29
11503,32,39,13,14,23
11504,15,59,50,44,20
11505,16,26,71,38,8
11506,22,35,12,18,28
11507,16,35,40,60,73
11508,36,79,22,3,43
11509,27,25,78,6,8
11510,57,22,11,25,5
11511,33,62,37,43,65
11512,4,24,1,26,27
11513,34,32,26,78,14
11514,10,78,8,20,26
11515,14,3,33,44,11
11516,4,39,40,45,80
11517,27,45,63,80,13
11518,74,9,27,22,29
11519,9,14,19,44,72
11520,13,14,34,35,47
11521,31,71,76,69,4
11522,29,48,52,15,1
11523,31,32,53,11,12
11524,3,46,48,68,25
11525,46,5,75,1,25
11526,9,7,25,39,48
11527,24,23,33,62,72
11528,27,24,52,50,55
11529,15,67,5,30,36
11530,21,48,77,32,17
11531,45,72,16,54,60
11532,77,30,65,3,16
11533,3,63,5,11,28
11534,2,15,44,67,10
11535,33,70,79,13,1
11536,72,17,3,7,16
11537,39,57,8,34,41
11538,2,60,3,26,45
11539,6,69,41,42,61
11540,15,78,20,28,44
11541,48,17,27,63,5
11542,9,79,21,37,3
11543,16,19,32,3,25
11544,45,41,36,30,8
11545,62,65,4,77,32
11546,75,37,33,6,7
11547,57,62,17,44,52
11548,4,16,52,63,79
11549,29,70,52,62,24
11550,32,38,16,65,15
11551,24,39,4,22,25
11552,37,30,46,72,75
11553,3,80,25,19,21
11554,40,26,8,19,23
11555,30,55,3,65,7
11556,13,23,53,15,22
11557,29,77,1,2,5
11558,58,61,10,41,57
11559,8,46,36,34,45
11560,7,69,24,35,46
11561,30,13,36,52,46
11562,12,73,10,31,6
11563,1,8,15,47,64
11564,27,46,42,75,76
11565,64,28,29,10,5
11566,49,1,2,72,34
11567,27,36,24,67,69
11568,76,63,10,15,18
11569,51,33,10,72,77
11570,33,13,54,4,6
11571,14,19,69,6,12
11572,51,65,12,1,14
11573,68,47,4,34,37
11574,41,76,5,24,69
11575,27,22,51,16,23
11576,25,74,75,34,66
11577,11,45,77,16,20
11578,55,45,61,1,6
11579,14,57,11,63,58
11580,73,61,36,42,58
11581,76,19,74,79,7
11582,78,13,37,57,6
11583,50,28,23,59,38
11584,63,24,52,39,21
11585,5,66,70,19,53
11586,23,12,65,11,56
11587,26,78,45,18,63
11588,2,3,56,25,58
11589,6,75,18,19,25
11590,24,61,46,54,77
11591,16,23,44,63,1
11592,9,51,58,68,31
11593,62,64,2,11,58
11594,61,70,45,10,11
11595,35,75,8,28,52
11596,41,59,1,32,16
11597,47,61,69,63,5
11598,20,61,69,2,12
11599,27,11,66,80,59
11600,12,45,32,3,56
11601,33,44,52,46,6
11602,15,73,25,28,55
11603,1,41,22,29,37
11604,3,80,20,12,59
11605,23,19,33,39,46
11606,75,60,5,18,22
11607,60,6,62,68,2
11608,60,53,5,54,15
11609,73,35,51,7,18
11610,29,41,54,55,63
11611,5,32,68,56,66
11612,49,18,23,48,53
11613,69,70,15,19,32
11614,3,24,71,8,22
11615,31,6,5,19,20
11616,61,4,1,19,25
11617,65,36,15,29,74
11618,6,25,27,56,59
11619,3,26,30,7,14
11620,39,30,31,32,66
11621,72,1,30,69,27
11622,1,38,48,50,11
11623,56,69,8,15,36
11624,79,26,60,2,44
11625,45,7,4,8,67
11626,55,10,5,20,72
11627,54,29,14,51,17
11628,6,22,4,21,31
11629,25,53,78,51,64
11630,13,76,42,29,30
11631,48,68,43,2,46
11632,74,16,63,60,3
11633,56,60,66,74,50
11634,65,66,41,58,62
11635,30,19,49,80,60
11636,7,19,6,46,40
11637,44,39,25,5,29
11638,57,70,73,3,52
11639,10,21,13,15,31
11640,62,71,65,66,78
11641,48,77,75,5,17
11642,39,53,1,19,29
11643,45,4,48,62,37
11644,78,4,62,77,2
11645,40,48,13,44,56
11646,30,57,32,5,27
11647,33,49,24,74,3
11648,57,58,11,29,46
11649,13,10,73,5,15
11650,54,8,70,39,12
11651,45,21,59,76,55
11652,27,41,62,31,64
11653,45,2,31,37,75
11654,49,55,59,6,2
11655,52,36,75,7,8
11656,19,28,44,57,12
11657,6,69,16,63,17
11658,54,39,55,59,74
11659,10,40,70,74,80
11660,37,79,3,28,2
11661,7,53,4,66,76
11662,6,7,8,18,44
11663,50,42,76,11,30
11664,25,31,60,77,79
11665,71,1,6,32,33
11666,63,68,9,12,23
11667,24,49,5,17,36
11668,4,10,25,2,33
11669,47,11,17,49,56
11670,1,10,47,72,32
11671,17,38,45,7,76
11672,8,51,36,32,35
11673,43,58,73,25,65
11674,35,53,9,73,19
11675,5,48,79,11,37
11676,17,74,9,18,25
11677,11,52,33,43,70
